instant,dteday_by_hour,season_by_hour,yr_by_hour,mnth_by_hour,hr,holiday_by_hour,weekday_by_hour,workingday_by_hour,weathersit_by_hour,temp_by_hour,atemp_by_hour,hum_by_hour,windspeed_by_hour,casual_by_hour,registered_by_hour,cnt_by_hour,dteday_by_day,season_by_day,yr_by_day,mnth_by_day,holiday_by_day,weekday_by_day,workingday_by_day,weathersit_by_day,temp_by_day,atemp_by_day,hum_by_day,windspeed_by_day,casual_by_day,registered_by_day,cnt_by_day
3470,,1,0,5,11,0,0,0,2,27.060000000000002,30.305,83.0,19.0012,139,180,319,,,,,,,,,,,,,,,
3471,,1,0,5,12,0,0,0,2,28.7,33.335,74.0,15.001299999999999,216,186,402,,,,,,,,,,,,,,,
3472,,1,0,5,13,0,0,0,1,29.52,34.089999999999996,70.0,19.0012,237,181,418,,,,,,,,,,,,,,,
3473,,1,0,5,14,0,0,0,1,30.34,34.849999999999994,70.0,19.0012,183,168,351,,,,,,,,,,,,,,,
3474,,1,0,5,15,0,0,0,1,30.34,34.849999999999994,70.0,19.999499999999998,221,155,376,,,,,,,,,,,,,,,
3475,,1,0,5,16,0,0,0,1,30.34,34.849999999999994,70.0,19.0012,194,167,361,,,,,,,,,,,,,,,
3476,,1,0,5,17,0,0,0,1,30.34,34.849999999999994,70.0,19.0012,214,169,383,,,,,,,,,,,,,,,
3477,,1,0,5,18,0,0,0,1,29.52,34.849999999999994,74.0,19.0012,151,177,328,,,,,,,,,,,,,,,
3478,,1,0,5,19,0,0,0,1,29.52,34.849999999999994,74.0,16.997899999999998,141,146,287,,,,,,,,,,,,,,,
3479,,1,0,5,20,0,0,0,1,28.7,33.335,79.0,12.998000000000001,91,128,219,,,,,,,,,,,,,,,
3480,,1,0,5,21,0,0,0,1,27.880000000000003,31.819999999999997,83.0,11.0014,107,122,229,,,,,,,,,,,,,,,
3481,,1,0,5,22,0,0,0,1,27.060000000000002,29.544999999999998,89.0,8.9981,78,93,171,,,,,,,,,,,,,,,
3482,,1,0,5,23,0,0,0,1,27.060000000000002,29.544999999999998,89.0,11.0014,48,87,135,,,,,,,,,,,,,,,
3483,,1,0,5,0,1,1,0,1,26.240000000000002,28.03,94.0,12.998000000000001,38,65,103,,,,,,,,,,,,,,,
3484,,1,0,5,1,1,1,0,1,26.240000000000002,28.03,94.0,8.9981,26,53,79,,,,,,,,,,,,,,,
3485,,1,0,5,2,1,1,0,1,26.240000000000002,28.03,94.0,12.998000000000001,17,28,45,,,,,,,,,,,,,,,
3486,,1,0,5,3,1,1,0,1,26.240000000000002,28.03,94.0,12.998000000000001,10,8,18,,,,,,,,,,,,,,,
3487,,1,0,5,4,1,1,0,1,25.419999999999998,27.275,94.0,11.0014,2,4,6,,,,,,,,,,,,,,,
3488,,1,0,5,5,1,1,0,2,25.419999999999998,27.275,94.0,7.0015,1,6,7,,,,,,,,,,,,,,,
3489,,1,0,5,6,1,1,0,2,26.240000000000002,28.03,94.0,6.0032,6,10,16,,,,,,,,,,,,,,,
3490,,1,0,5,7,1,1,0,2,26.240000000000002,28.03,94.0,0.0,12,19,31,,,,,,,,,,,,,,,
3491,,1,0,5,8,1,1,0,2,27.060000000000002,29.544999999999998,89.0,7.0015,36,58,94,,,,,,,,,,,,,,,
3492,,1,0,5,9,1,1,0,1,29.52,34.849999999999994,74.0,6.0032,47,81,128,,,,,,,,,,,,,,,
3493,,1,0,5,10,1,1,0,1,32.800000000000004,37.88,55.00000000000001,16.997899999999998,116,153,269,,,,,,,,,,,,,,,
3494,,1,0,5,11,1,1,0,1,33.62,38.635000000000005,52.0,0.0,153,168,321,,,,,,,,,,,,,,,
3495,,1,0,5,12,1,1,0,1,35.26,40.150000000000006,47.0,7.0015,179,187,366,,,,,,,,,,,,,,,
3496,,1,0,5,13,1,1,0,1,35.26,39.395,44.0,6.0032,133,217,350,,,,,,,,,,,,,,,
3497,,1,0,5,14,1,1,0,1,36.08,40.150000000000006,39.0,0.0,142,185,327,,,,,,,,,,,,,,,
3498,,1,0,5,15,1,1,0,1,36.08,40.150000000000006,39.0,16.997899999999998,132,179,311,,,,,,,,,,,,,,,
3499,,1,0,5,16,1,1,0,1,36.08,39.395,37.0,19.0012,101,208,309,,,,,,,,,,,,,,,
3500,,1,0,5,17,1,1,0,1,35.26,39.395,41.0,15.001299999999999,102,202,304,,,,,,,,,,,,,,,
3501,,1,0,5,18,1,1,0,1,35.26,39.395,41.0,11.0014,77,172,249,,,,,,,,,,,,,,,
3502,,1,0,5,19,1,1,0,2,21.32,25.0,48.0,7.0015,68,157,225,,,,,,,,,,,,,,,
3503,,1,0,5,20,1,1,0,1,31.16,35.605,57.99999999999999,0.0,69,168,237,,,,,,,,,,,,,,,
3504,,1,0,5,21,1,1,0,1,30.34,34.849999999999994,70.0,8.9981,42,107,149,,,,,,,,,,,,,,,
3505,,1,0,5,22,1,1,0,1,29.52,34.849999999999994,74.0,11.0014,26,80,106,,,,,,,,,,,,,,,
3506,,1,0,5,23,1,1,0,1,28.7,33.335,84.0,7.0015,14,34,48,,,,,,,,,,,,,,,
3507,,1,0,5,0,0,2,1,1,28.7,33.335,79.0,6.0032,9,20,29,,,,,,,,,,,,,,,
3508,,1,0,5,1,0,2,1,1,27.880000000000003,31.819999999999997,89.0,6.0032,8,9,17,,,,,,,,,,,,,,,
3509,,1,0,5,2,0,2,1,2,27.060000000000002,29.544999999999998,94.0,8.9981,5,7,12,,,,,,,,,,,,,,,
3510,,1,0,5,3,0,2,1,2,26.240000000000002,28.03,94.0,0.0,1,3,4,,,,,,,,,,,,,,,
3511,,1,0,5,4,0,2,1,1,27.060000000000002,30.305,83.0,6.0032,0,3,3,,,,,,,,,,,,,,,
3512,,1,0,5,5,0,2,1,1,27.060000000000002,30.305,83.0,6.0032,0,26,26,,,,,,,,,,,,,,,
3513,,1,0,5,6,0,2,1,1,27.880000000000003,31.819999999999997,79.0,6.0032,11,98,109,,,,,,,,,,,,,,,
3514,,1,0,5,7,0,2,1,1,30.34,34.849999999999994,66.0,7.0015,16,219,235,,,,,,,,,,,,,,,
3515,,1,0,5,8,0,2,1,1,31.98,37.12,59.0,8.9981,34,372,406,,,,,,,,,,,,,,,
3516,,1,0,5,9,0,2,1,1,32.800000000000004,37.88,55.00000000000001,8.9981,22,153,175,,,,,,,,,,,,,,,
3517,,1,0,5,10,0,2,1,1,33.62,39.395,56.00000000000001,8.9981,37,72,109,,,,,,,,,,,,,,,
3518,,1,0,5,11,0,2,1,1,35.26,40.150000000000006,47.0,0.0,28,78,106,,,,,,,,,,,,,,,
3519,,1,0,5,12,0,2,1,1,35.26,40.150000000000006,47.0,8.9981,37,125,162,,,,,,,,,,,,,,,
3520,,1,0,5,13,0,2,1,1,36.9,41.665,39.0,11.0014,37,110,147,,,,,,,,,,,,,,,
3521,,1,0,5,14,0,2,1,1,36.9,40.910000000000004,37.0,0.0,41,99,140,,,,,,,,,,,,,,,
3522,,1,0,5,15,0,2,1,1,36.9,40.910000000000004,37.0,11.0014,42,133,175,,,,,,,,,,,,,,,
3523,,1,0,5,16,0,2,1,1,36.9,41.665,39.0,8.9981,44,205,249,,,,,,,,,,,,,,,
3524,,1,0,5,17,0,2,1,1,34.44,40.150000000000006,53.0,15.001299999999999,67,428,495,,,,,,,,,,,,,,,
3525,,1,0,5,18,0,2,1,1,34.44,40.150000000000006,53.0,12.998000000000001,55,362,417,,,,,,,,,,,,,,,
3526,,1,0,5,19,0,2,1,1,31.98,37.12,62.0,7.0015,39,246,285,,,,,,,,,,,,,,,
3527,,1,0,5,20,0,2,1,1,31.98,37.12,62.0,7.0015,38,213,251,,,,,,,,,,,,,,,
3528,,1,0,5,21,0,2,1,1,31.16,36.364999999999995,66.0,7.0015,45,165,210,,,,,,,,,,,,,,,
3529,,1,0,5,22,0,2,1,1,30.34,34.849999999999994,70.0,11.0014,42,117,159,,,,,,,,,,,,,,,
3530,,1,0,5,23,0,2,1,1,29.52,34.849999999999994,79.0,6.0032,15,46,61,,,,,,,,,,,,,,,
3531,,2,0,6,0,0,3,1,1,28.7,33.335,79.0,11.0014,9,25,34,,,,,,,,,,,,,,,
3532,,2,0,6,1,0,3,1,1,28.7,33.335,84.0,16.997899999999998,8,9,17,,,,,,,,,,,,,,,
3533,,2,0,6,2,0,3,1,1,28.7,33.335,79.0,11.0014,0,3,3,,,,,,,,,,,,,,,
3534,,2,0,6,3,0,3,1,1,27.880000000000003,31.819999999999997,89.0,12.998000000000001,0,6,6,,,,,,,,,,,,,,,
3535,,2,0,6,4,0,3,1,2,27.880000000000003,31.819999999999997,89.0,15.001299999999999,0,4,4,,,,,,,,,,,,,,,
3536,,2,0,6,5,0,3,1,2,27.060000000000002,29.544999999999998,89.0,6.0032,2,19,21,,,,,,,,,,,,,,,
3537,,2,0,6,6,0,3,1,2,27.880000000000003,31.819999999999997,89.0,6.0032,7,121,128,,,,,,,,,,,,,,,
3538,,2,0,6,7,0,3,1,2,28.7,33.335,79.0,11.0014,19,265,284,,,,,,,,,,,,,,,
3539,,2,0,6,8,0,3,1,2,29.52,34.849999999999994,79.0,12.998000000000001,37,417,454,,,,,,,,,,,,,,,
3540,,2,0,6,9,0,3,1,2,30.34,35.605,74.0,15.001299999999999,34,173,207,,,,,,,,,,,,,,,
3541,,2,0,6,10,0,3,1,2,31.16,37.12,75.0,16.997899999999998,31,84,115,,,,,,,,,,,,,,,
3542,,2,0,6,11,0,3,1,2,33.62,40.150000000000006,59.0,15.001299999999999,26,86,112,,,,,,,,,,,,,,,
3543,,2,0,6,12,0,3,1,1,35.26,41.665,53.0,0.0,32,137,169,,,,,,,,,,,,,,,
3544,,2,0,6,13,0,3,1,1,36.9,40.910000000000004,37.0,12.998000000000001,29,125,154,,,,,,,,,,,,,,,
3545,,2,0,6,14,0,3,1,1,36.9,40.910000000000004,37.0,16.997899999999998,40,105,145,,,,,,,,,,,,,,,
3546,,2,0,6,15,0,3,1,1,36.9,41.665,39.0,19.999499999999998,25,127,152,,,,,,,,,,,,,,,
3547,,2,0,6,16,0,3,1,1,35.26,40.150000000000006,47.0,19.999499999999998,39,227,266,,,,,,,,,,,,,,,
3548,,2,0,6,17,0,3,1,1,35.26,40.150000000000006,47.0,19.999499999999998,52,434,486,,,,,,,,,,,,,,,
3549,,2,0,6,18,0,3,1,3,33.62,39.395,56.00000000000001,26.0027,31,278,309,,,,,,,,,,,,,,,
3550,,2,0,6,19,0,3,1,2,30.34,35.605,79.0,11.0014,16,248,264,,,,,,,,,,,,,,,
3551,,2,0,6,20,0,3,1,2,30.34,35.605,79.0,16.997899999999998,23,233,256,,,,,,,,,,,,,,,
3552,,2,0,6,21,0,3,1,1,30.34,34.849999999999994,70.0,19.0012,29,161,190,,,,,,,,,,,,,,,
3553,,2,0,6,22,0,3,1,1,30.34,34.849999999999994,66.0,8.9981,14,115,129,,,,,,,,,,,,,,,
3554,,2,0,6,23,0,3,1,1,30.34,33.335,51.0,11.0014,10,59,69,,,,,,,,,,,,,,,
3555,,2,0,6,0,0,4,1,1,30.34,32.574999999999996,40.0,23.9994,11,31,42,,,,,,,,,,,,,,,
3556,,2,0,6,1,0,4,1,1,29.52,32.574999999999996,38.0,7.0015,3,12,15,,,,,,,,,,,,,,,
3557,,2,0,6,2,0,4,1,1,28.7,31.819999999999997,39.0,0.0,0,6,6,,,,,,,,,,,,,,,
3558,,2,0,6,3,0,4,1,1,27.060000000000002,31.06,44.0,7.0015,0,4,4,,,,,,,,,,,,,,,
3559,,2,0,6,4,0,4,1,1,27.060000000000002,31.06,41.0,12.998000000000001,0,3,3,,,,,,,,,,,,,,,
3560,,2,0,6,5,0,4,1,1,27.060000000000002,31.06,39.0,15.001299999999999,3,28,31,,,,,,,,,,,,,,,
3561,,2,0,6,6,0,4,1,1,27.060000000000002,31.06,39.0,8.9981,7,106,113,,,,,,,,,,,,,,,
3562,,2,0,6,7,0,4,1,1,28.7,31.819999999999997,34.0,16.997899999999998,19,285,304,,,,,,,,,,,,,,,
3563,,2,0,6,8,0,4,1,1,28.7,31.819999999999997,32.0,19.999499999999998,25,442,467,,,,,,,,,,,,,,,
3564,,2,0,6,9,0,4,1,1,29.52,31.819999999999997,26.0,23.9994,28,197,225,,,,,,,,,,,,,,,
3565,,2,0,6,10,0,4,1,1,29.52,32.574999999999996,28.000000000000004,32.9975,33,106,139,,,,,,,,,,,,,,,
3566,,2,0,6,11,0,4,1,1,30.34,32.574999999999996,28.000000000000004,26.0027,42,123,165,,,,,,,,,,,,,,,
3567,,2,0,6,12,0,4,1,1,31.16,33.335,25.0,31.0009,39,193,232,,,,,,,,,,,,,,,
3568,,2,0,6,13,0,4,1,1,32.800000000000004,34.089999999999996,24.0,23.9994,35,168,203,,,,,,,,,,,,,,,
3569,,2,0,6,14,0,4,1,1,31.98,33.335,24.0,22.0028,43,142,185,,,,,,,,,,,,,,,
3570,,2,0,6,15,0,4,1,1,32.800000000000004,34.089999999999996,21.0,26.0027,44,144,188,,,,,,,,,,,,,,,
3571,,2,0,6,16,0,4,1,1,32.800000000000004,34.089999999999996,22.0,32.9975,63,255,318,,,,,,,,,,,,,,,
3572,,2,0,6,17,0,4,1,1,31.16,32.574999999999996,20.0,35.0008,88,484,572,,,,,,,,,,,,,,,
3573,,2,0,6,18,0,4,1,1,30.34,32.574999999999996,22.0,26.0027,74,451,525,,,,,,,,,,,,,,,
3574,,2,0,6,19,0,4,1,1,29.52,31.819999999999997,23.0,19.999499999999998,58,321,379,,,,,,,,,,,,,,,
3575,,2,0,6,20,0,4,1,1,28.7,31.819999999999997,24.0,12.998000000000001,51,286,337,,,,,,,,,,,,,,,
3576,,2,0,6,21,0,4,1,1,27.060000000000002,31.06,31.0,12.998000000000001,33,215,248,,,,,,,,,,,,,,,
3577,,2,0,6,22,0,4,1,1,26.240000000000002,31.06,33.0,16.997899999999998,14,141,155,,,,,,,,,,,,,,,
3578,,2,0,6,23,0,4,1,1,25.419999999999998,31.06,35.0,15.001299999999999,23,89,112,,,,,,,,,,,,,,,
3579,,2,0,6,0,0,5,1,1,25.419999999999998,31.06,38.0,19.0012,15,53,68,,,,,,,,,,,,,,,
3580,,2,0,6,1,0,5,1,1,24.599999999999998,31.06,38.0,23.9994,7,15,22,,,,,,,,,,,,,,,
3581,,2,0,6,2,0,5,1,1,22.96,26.515,43.0,15.001299999999999,0,12,12,,,,,,,,,,,,,,,
3582,,2,0,6,3,0,5,1,1,22.14,25.759999999999998,49.0,15.001299999999999,0,5,5,,,,,,,,,,,,,,,
3583,,2,0,6,4,0,5,1,1,21.32,25.0,48.0,22.0028,1,5,6,,,,,,,,,,,,,,,
3584,,2,0,6,5,0,5,1,1,21.32,25.0,48.0,23.9994,4,24,28,,,,,,,,,,,,,,,
3585,,2,0,6,6,0,5,1,1,22.14,25.759999999999998,45.0,19.999499999999998,8,98,106,,,,,,,,,,,,,,,
3586,,2,0,6,7,0,5,1,1,22.14,25.759999999999998,45.0,16.997899999999998,25,252,277,,,,,,,,,,,,,,,
3587,,2,0,6,8,0,5,1,2,22.96,26.515,43.0,22.0028,31,471,502,,,,,,,,,,,,,,,
3588,,2,0,6,9,0,5,1,1,23.779999999999998,27.275,40.0,11.0014,36,194,230,,,,,,,,,,,,,,,
3589,,2,0,6,10,0,5,1,1,25.419999999999998,31.06,33.0,16.997899999999998,54,107,161,,,,,,,,,,,,,,,
3590,,2,0,6,11,0,5,1,1,26.240000000000002,31.06,31.0,22.0028,57,135,192,,,,,,,,,,,,,,,
3591,,2,0,6,12,0,5,1,1,27.060000000000002,31.06,27.0,19.0012,51,208,259,,,,,,,,,,,,,,,
3592,,2,0,6,13,0,5,1,1,27.880000000000003,31.06,26.0,16.997899999999998,58,190,248,,,,,,,,,,,,,,,
3593,,2,0,6,14,0,5,1,1,28.7,31.819999999999997,28.000000000000004,19.0012,66,174,240,,,,,,,,,,,,,,,
3594,,2,0,6,15,0,5,1,1,28.7,31.819999999999997,28.000000000000004,19.0012,56,156,212,,,,,,,,,,,,,,,
3595,,2,0,6,16,0,5,1,1,29.52,31.819999999999997,26.0,22.0028,63,286,349,,,,,,,,,,,,,,,
3596,,2,0,6,17,0,5,1,1,29.52,31.819999999999997,25.0,19.0012,73,485,558,,,,,,,,,,,,,,,
3597,,2,0,6,18,0,5,1,1,28.7,31.819999999999997,24.0,19.999499999999998,76,488,564,,,,,,,,,,,,,,,
3598,,2,0,6,19,0,5,1,1,27.880000000000003,31.06,26.0,19.0012,53,338,391,,,,,,,,,,,,,,,
3599,,2,0,6,20,0,5,1,1,26.240000000000002,31.06,28.999999999999996,11.0014,57,236,293,,,,,,,,,,,,,,,
3600,,2,0,6,21,0,5,1,1,26.240000000000002,31.06,28.999999999999996,7.0015,51,196,247,,,,,,,,,,,,,,,
3601,,2,0,6,22,0,5,1,1,25.419999999999998,31.06,35.0,0.0,26,145,171,,,,,,,,,,,,,,,
3602,,2,0,6,23,0,5,1,1,23.779999999999998,27.275,46.0,7.0015,30,141,171,,,,,,,,,,,,,,,
3603,,2,0,6,0,0,6,0,1,22.96,26.515,52.0,0.0,24,69,93,,,,,,,,,,,,,,,
3604,,2,0,6,1,0,6,0,1,22.14,25.759999999999998,64.0,7.0015,14,80,94,,,,,,,,,,,,,,,
3605,,2,0,6,2,0,6,0,1,22.14,25.759999999999998,56.00000000000001,12.998000000000001,18,41,59,,,,,,,,,,,,,,,
3606,,2,0,6,3,0,6,0,1,21.32,25.0,59.0,7.0015,8,10,18,,,,,,,,,,,,,,,
3607,,2,0,6,4,0,6,0,1,21.32,25.0,59.0,6.0032,4,11,15,,,,,,,,,,,,,,,
3608,,2,0,6,5,0,6,0,1,20.5,24.240000000000002,64.0,0.0,3,5,8,,,,,,,,,,,,,,,
3609,,2,0,6,6,0,6,0,1,22.14,25.759999999999998,60.0,0.0,11,17,28,,,,,,,,,,,,,,,
3610,,2,0,6,7,0,6,0,1,22.96,26.515,56.00000000000001,0.0,27,60,87,,,,,,,,,,,,,,,
3611,,2,0,6,8,0,6,0,1,24.599999999999998,31.06,46.0,6.0032,29,96,125,,,,,,,,,,,,,,,
3612,,2,0,6,9,0,6,0,1,25.419999999999998,31.06,43.0,8.9981,55,169,224,,,,,,,,,,,,,,,
3613,,2,0,6,10,0,6,0,1,26.240000000000002,31.06,38.0,7.0015,115,202,317,,,,,,,,,,,,,,,
3614,,2,0,6,11,0,6,0,1,27.060000000000002,31.06,36.0,8.9981,120,249,369,,,,,,,,,,,,,,,
3615,,2,0,6,12,0,6,0,1,28.7,31.819999999999997,32.0,11.0014,150,270,420,,,,,,,,,,,,,,,
3616,,2,0,6,13,0,6,0,1,30.34,32.574999999999996,28.000000000000004,8.9981,188,268,456,,,,,,,,,,,,,,,
3617,,2,0,6,14,0,6,0,1,30.34,32.574999999999996,33.0,15.001299999999999,193,258,451,,,,,,,,,,,,,,,
3618,,2,0,6,15,0,6,0,2,30.34,32.574999999999996,27.0,27.999299999999998,180,224,404,,,,,,,,,,,,,,,
3619,,2,0,6,16,0,6,0,2,29.52,32.574999999999996,30.0,8.9981,168,272,440,,,,,,,,,,,,,,,
3620,,2,0,6,17,0,6,0,2,29.52,32.574999999999996,34.0,16.997899999999998,142,202,344,,,,,,,,,,,,,,,
3621,,2,0,6,18,0,6,0,2,30.34,32.574999999999996,30.0,11.0014,127,214,341,,,,,,,,,,,,,,,
3622,,2,0,6,19,0,6,0,2,28.7,31.819999999999997,39.0,6.0032,79,206,285,,,,,,,,,,,,,,,
3623,,2,0,6,20,0,6,0,2,28.7,32.574999999999996,48.0,6.0032,90,149,239,,,,,,,,,,,,,,,
3624,,2,0,6,21,0,6,0,2,27.060000000000002,31.06,47.0,7.0015,46,139,185,,,,,,,,,,,,,,,
3625,,2,0,6,22,0,6,0,1,26.240000000000002,31.06,56.99999999999999,15.001299999999999,49,141,190,,,,,,,,,,,,,,,
3626,,2,0,6,23,0,6,0,2,26.240000000000002,31.06,56.99999999999999,0.0,29,121,150,,,,,,,,,,,,,,,
3627,,2,0,6,0,0,0,0,1,26.240000000000002,31.06,56.99999999999999,6.0032,23,90,113,,,,,,,,,,,,,,,
3628,,2,0,6,1,0,0,0,2,26.240000000000002,31.06,61.0,11.0014,26,70,96,,,,,,,,,,,,,,,
3629,,2,0,6,2,0,0,0,2,26.240000000000002,31.06,61.0,11.0014,16,48,64,,,,,,,,,,,,,,,
3630,,2,0,6,3,0,0,0,2,25.419999999999998,30.305,65.0,11.0014,22,25,47,,,,,,,,,,,,,,,
3631,,2,0,6,4,0,0,0,2,25.419999999999998,30.305,65.0,11.0014,4,8,12,,,,,,,,,,,,,,,
3632,,2,0,6,5,0,0,0,2,25.419999999999998,30.305,61.0,8.9981,1,5,6,,,,,,,,,,,,,,,
3633,,2,0,6,6,0,0,0,2,25.419999999999998,30.305,61.0,7.0015,10,11,21,,,,,,,,,,,,,,,
3634,,2,0,6,7,0,0,0,2,24.599999999999998,29.544999999999998,73.0,16.997899999999998,8,19,27,,,,,,,,,,,,,,,
3635,,2,0,6,8,0,0,0,2,24.599999999999998,29.544999999999998,73.0,16.997899999999998,24,74,98,,,,,,,,,,,,,,,
3636,,2,0,6,9,0,0,0,2,24.599999999999998,28.79,78.0,12.998000000000001,53,111,164,,,,,,,,,,,,,,,
3637,,2,0,6,10,0,0,0,2,25.419999999999998,29.544999999999998,73.0,6.0032,83,168,251,,,,,,,,,,,,,,,
3638,,2,0,6,11,0,0,0,2,26.240000000000002,30.305,69.0,7.0015,121,214,335,,,,,,,,,,,,,,,
3639,,2,0,6,12,0,0,0,2,26.240000000000002,30.305,69.0,7.0015,123,212,335,,,,,,,,,,,,,,,
3640,,2,0,6,13,0,0,0,1,27.060000000000002,31.06,65.0,7.0015,154,213,367,,,,,,,,,,,,,,,
3641,,2,0,6,14,0,0,0,1,28.7,32.574999999999996,57.99999999999999,11.0014,161,224,385,,,,,,,,,,,,,,,
3642,,2,0,6,15,0,0,0,1,28.7,32.574999999999996,54.0,0.0,161,256,417,,,,,,,,,,,,,,,
3643,,2,0,6,16,0,0,0,1,29.52,33.335,51.0,6.0032,138,260,398,,,,,,,,,,,,,,,
3644,,2,0,6,17,0,0,0,1,30.34,33.335,51.0,0.0,126,264,390,,,,,,,,,,,,,,,
3645,,2,0,6,18,0,0,0,1,28.7,32.574999999999996,57.99999999999999,7.0015,124,239,363,,,,,,,,,,,,,,,
3646,,2,0,6,19,0,0,0,1,27.880000000000003,31.819999999999997,65.0,11.0014,108,249,357,,,,,,,,,,,,,,,
3647,,2,0,6,20,0,0,0,1,27.060000000000002,31.06,69.0,12.998000000000001,84,195,279,,,,,,,,,,,,,,,
3648,,2,0,6,21,0,0,0,1,26.240000000000002,30.305,73.0,11.0014,54,111,165,,,,,,,,,,,,,,,
3649,,2,0,6,22,0,0,0,1,26.240000000000002,29.544999999999998,78.0,15.001299999999999,36,94,130,,,,,,,,,,,,,,,
3650,,2,0,6,23,0,0,0,1,25.419999999999998,29.544999999999998,78.0,8.9981,25,61,86,,,,,,,,,,,,,,,
3651,,2,0,6,0,0,1,1,1,25.419999999999998,29.544999999999998,78.0,8.9981,11,18,29,,,,,,,,,,,,,,,
3652,,2,0,6,1,0,1,1,1,24.599999999999998,28.03,83.0,8.9981,9,5,14,,,,,,,,,,,,,,,
3653,,2,0,6,2,0,1,1,1,23.779999999999998,27.275,88.0,7.0015,4,4,8,,,,,,,,,,,,,,,
3654,,2,0,6,3,0,1,1,1,23.779999999999998,27.275,88.0,0.0,2,3,5,,,,,,,,,,,,,,,
3655,,2,0,6,4,0,1,1,1,22.96,26.515,94.0,7.0015,4,4,8,,,,,,,,,,,,,,,
3656,,2,0,6,5,0,1,1,1,22.96,26.515,88.0,6.0032,7,24,31,,,,,,,,,,,,,,,
3657,,2,0,6,6,0,1,1,1,23.779999999999998,27.275,88.0,0.0,11,101,112,,,,,,,,,,,,,,,
3658,,2,0,6,7,0,1,1,1,25.419999999999998,29.544999999999998,78.0,7.0015,18,281,299,,,,,,,,,,,,,,,
3659,,2,0,6,8,0,1,1,1,26.240000000000002,30.305,73.0,6.0032,28,410,438,,,,,,,,,,,,,,,
3660,,2,0,6,9,0,1,1,1,28.7,32.574999999999996,57.99999999999999,11.0014,26,162,188,,,,,,,,,,,,,,,
3661,,2,0,6,10,0,1,1,1,29.52,33.335,51.0,15.001299999999999,31,64,95,,,,,,,,,,,,,,,
3662,,2,0,6,11,0,1,1,1,30.34,33.335,42.0,8.9981,39,72,111,,,,,,,,,,,,,,,
3663,,2,0,6,12,0,1,1,1,31.16,33.335,37.0,11.0014,25,128,153,,,,,,,,,,,,,,,
3664,,2,0,6,13,0,1,1,1,31.98,34.089999999999996,35.0,0.0,28,152,180,,,,,,,,,,,,,,,
3665,,2,0,6,14,0,1,1,1,31.98,34.089999999999996,31.0,8.9981,46,99,145,,,,,,,,,,,,,,,
3666,,2,0,6,15,0,1,1,1,32.800000000000004,34.849999999999994,28.999999999999996,12.998000000000001,38,127,165,,,,,,,,,,,,,,,
3667,,2,0,6,16,0,1,1,1,31.16,33.335,33.0,8.9981,34,233,267,,,,,,,,,,,,,,,
3668,,2,0,6,17,0,1,1,1,31.98,34.089999999999996,33.0,19.0012,63,516,579,,,,,,,,,,,,,,,
3669,,2,0,6,18,0,1,1,1,31.16,33.335,31.0,8.9981,56,500,556,,,,,,,,,,,,,,,
3670,,2,0,6,19,0,1,1,1,29.52,33.335,54.0,12.998000000000001,64,343,407,,,,,,,,,,,,,,,
3671,,2,0,6,20,0,1,1,1,27.880000000000003,31.819999999999997,61.0,8.9981,59,277,336,,,,,,,,,,,,,,,
3672,,2,0,6,21,0,1,1,1,27.060000000000002,31.06,56.99999999999999,6.0032,29,160,189,,,,,,,,,,,,,,,
3673,,2,0,6,22,0,1,1,1,27.060000000000002,31.06,61.0,6.0032,36,137,173,,,,,,,,,,,,,,,
3674,,2,0,6,23,0,1,1,1,26.240000000000002,30.305,69.0,6.0032,5,55,60,,,,,,,,,,,,,,,
3675,,2,0,6,0,0,2,1,1,26.240000000000002,30.305,65.0,6.0032,5,15,20,,,,,,,,,,,,,,,
3676,,2,0,6,1,0,2,1,1,25.419999999999998,30.305,69.0,8.9981,2,2,4,,,,,,,,,,,,,,,
3677,,2,0,6,2,0,2,1,1,24.599999999999998,29.544999999999998,73.0,6.0032,3,2,5,,,,,,,,,,,,,,,
3678,,2,0,6,3,0,2,1,1,24.599999999999998,29.544999999999998,73.0,6.0032,1,1,2,,,,,,,,,,,,,,,
3679,,2,0,6,4,0,2,1,1,23.779999999999998,27.275,83.0,8.9981,2,3,5,,,,,,,,,,,,,,,
3680,,2,0,6,5,0,2,1,1,23.779999999999998,27.275,88.0,11.0014,2,30,32,,,,,,,,,,,,,,,
3681,,2,0,6,6,0,2,1,1,24.599999999999998,28.79,78.0,8.9981,10,116,126,,,,,,,,,,,,,,,
3682,,2,0,6,7,0,2,1,2,26.240000000000002,30.305,69.0,12.998000000000001,23,311,334,,,,,,,,,,,,,,,
3683,,2,0,6,8,0,2,1,2,27.880000000000003,31.819999999999997,61.0,8.9981,45,432,477,,,,,,,,,,,,,,,
3684,,2,0,6,9,0,2,1,2,29.52,33.335,57.99999999999999,15.001299999999999,27,190,217,,,,,,,,,,,,,,,
3685,,2,0,6,10,0,2,1,2,31.16,34.089999999999996,48.0,12.998000000000001,37,86,123,,,,,,,,,,,,,,,
3686,,2,0,6,11,0,2,1,2,31.16,34.849999999999994,52.0,16.997899999999998,38,113,151,,,,,,,,,,,,,,,
3687,,2,0,6,12,0,2,1,2,32.800000000000004,36.364999999999995,46.0,19.0012,42,141,183,,,,,,,,,,,,,,,
3688,,2,0,6,13,0,2,1,2,32.800000000000004,36.364999999999995,43.0,16.997899999999998,55,141,196,,,,,,,,,,,,,,,
